onet_code,reported_title
23-1023.00,District Court Judge
23-1023.00,Judge
23-1023.00,Justice of the Peace
23-1023.00,Magisterial District Judge
23-1023.00,Magistrate
23-1023.00,Superior Court Judge
23-2011.00,Immigration Paralegal
23-2011.00,Law Associate
23-2011.00,Legal Analyst
23-2011.00,Legal Assistant
23-2011.00,Legal Clerk
23-2011.00,Legal Processing Assistant
23-2011.00,Litigation Paralegal
23-2011.00,Paralegal
23-2011.00,Paralegal Specialist
23-2011.00,Real Estate Paralegal
23-2093.00,Abstractor
23-2093.00,Advisory Title Officer
23-2093.00,Commercial Examiner
23-2093.00,Commercial Title Examiner
23-2093.00,Examiner
23-2093.00,Title Abstractor
23-2093.00,Title Agent
23-2093.00,Title Examiner
23-2093.00,Title Officer
23-2093.00,Title Searcher
25-1011.00,Accounting Instructor
25-1011.00,Accounting Professor
25-1011.00,Associate Professor
25-1011.00,Business Administration Professor
25-1011.00,Business Instructor
25-1011.00,Business Professor
25-1011.00,Instructor
25-1011.00,Management Professor
25-1011.00,Marketing Professor
25-1011.00,Professor
25-1021.00,Assistant Professor
25-1021.00,Associate Professor
25-1021.00,Computer Information Systems Instructor (CIS Instructor)
25-1021.00,Computer Science Instructor
25-1021.00,Computer Science Professor
25-1021.00,Faculty Member
25-1021.00,Information Technology Instructor (IT Instructor)
25-1021.00,Instructor
25-1021.00,Lecturer
25-1021.00,Professor
25-1022.00,Adjunct Mathematics Instructor
25-1022.00,Assistant Professor
25-1022.00,Associate Professor
25-1022.00,Instructor
25-1022.00,Math Teacher
25-1022.00,Mathematical Sciences Professor
25-1022.00,Mathematics Instructor (Math Instructor)
25-1022.00,Mathematics Lecturer
25-1022.00,Mathematics Professor
25-1022.00,Professor
25-1031.00,Adjunct Instructor
25-1031.00,Adjunct Professor
25-1031.00,Architecture Professor
25-1031.00,Assistant Professor
25-1031.00,Associate Professor
25-1031.00,Faculty Member
25-1031.00,Instructor
25-1031.00,Interior Design Professor
25-1031.00,Lecturer
25-1031.00,Professor
25-1032.00,Assistant Professor
25-1032.00,Associate Professor
25-1032.00,Chemical Engineering Professor
25-1032.00,Electrical Engineering Professor
25-1032.00,Engineering Instructor
25-1032.00,Engineering Professor
25-1032.00,Environmental Engineering Professor
25-1032.00,Instructor
25-1032.00,Mechanical Engineering Professor
25-1032.00,Professor
25-1041.00,Agriculture Instructor
25-1041.00,Agriculture Professor
25-1041.00,Agronomy Professor
25-1041.00,Animal Science Professor
25-1041.00,Associate Professor
25-1041.00,Horticulture Instructor
25-1041.00,Horticulture Professor
25-1041.00,Instructor
25-1041.00,Plant Science Professor
25-1041.00,Professor
25-1042.00,Anatomy Instructor
25-1042.00,Assistant Professor
25-1042.00,Associate Professor
25-1042.00,Biological Sciences Professor
25-1042.00,Biology Instructor
25-1042.00,Biology Professor
25-1042.00,Instructor
25-1042.00,Lecturer
25-1042.00,Physiology Instructor
25-1042.00,Professor
25-1043.00,Assistant Professor
25-1043.00,Associate Professor
25-1043.00,Conservation Biology Professor
25-1043.00,Extension Professor
25-1043.00,Forest Technology Professor
25-1043.00,Forestry Professor
25-1043.00,Lecturer
25-1043.00,Natural Resources Professor
25-1043.00,Professor
25-1043.00,Research Professor
25-1051.00,Assistant Professor
25-1051.00,Associate Professor
25-1051.00,Astronomy Professor
25-1051.00,Atmospheric Sciences Professor
25-1051.00,Geology Professor
25-1051.00,Instructor
25-1051.00,Meteorology Professor
25-1051.00,Oceanography Professor
25-1051.00,Professor
25-1051.00,Research Professor
25-1052.00,Assistant Professor
25-1052.00,Associate Professor
25-1052.00,Biochemistry Professor
25-1052.00,Chemistry Faculty Member
25-1052.00,Chemistry Instructor
25-1052.00,Chemistry Professor
25-1052.00,Instructor
25-1052.00,Lecturer
25-1052.00,Organic Chemistry Professor
25-1052.00,Professor
25-1053.00,Adjunct Professor
25-1053.00,Assistant Professor
25-1053.00,Associate Professor
25-1053.00,Environmental Engineering Professor
25-1053.00,Environmental Sciences Professor
25-1053.00,Environmental Studies Professor
25-1053.00,Faculty Member
25-1053.00,Instructor
25-1053.00,Lecturer
25-1053.00,Professor
25-1054.00,Adjunct Professor
25-1054.00,Assistant Professor
25-1054.00,Associate Professor
25-1054.00,Instructor
25-1054.00,Physical Science Professor
25-1054.00,Physics Instructor
25-1054.00,Physics Lecturer
25-1054.00,Physics Professor
25-1054.00,Professor
25-1054.00,Science Instructor
25-1061.00,Anthropology Department Chair
25-1061.00,Anthropology Instructor
25-1061.00,Anthropology Lecturer
25-1061.00,Anthropology Professor
25-1061.00,Archaeology Professor
25-1061.00,Assistant Professor
25-1061.00,Cultural Anthropology Professor
25-1061.00,Instructor
25-1061.00,Lecturer
25-1061.00,Professor
25-1062.00,Adjunct Professor
25-1062.00,American Studies Professor
25-1062.00,Assistant Professor
25-1062.00,Associate Professor
25-1062.00,Black Studies Professor
25-1062.00,Ethnic Studies Professor
25-1062.00,Humanities Professor
25-1062.00,Lecturer
25-1062.00,Professor
25-1062.00,Women's Studies Professor
25-1063.00,Adjunct Professor
25-1063.00,Assistant Professor
25-1063.00,Associate Professor
25-1063.00,Economics Instructor
25-1063.00,Economics Lecturer
25-1063.00,Economics Professor
25-1063.00,Finance Professor
25-1063.00,Instructor
25-1063.00,Lecturer
25-1063.00,Professor
25-1064.00,Assistant Professor
25-1064.00,Associate Professor
25-1064.00,Geography Instructor
25-1064.00,Geography Professor
25-1064.00,Human Geography Instructor
25-1064.00,Human Geography Professor
25-1064.00,Instructor
25-1064.00,Lecturer
25-1064.00,Physical Geography Professor
25-1064.00,Professor
25-1065.00,Adjunct Professor
25-1065.00,Assistant Professor
25-1065.00,Associate Professor
25-1065.00,Faculty Member
25-1065.00,Government Professor
25-1065.00,Instructor
25-1065.00,Political Science Instructor
25-1065.00,Political Science Professor
25-1065.00,Professor
25-1065.00,Public Administration Professor
25-1066.00,Adjunct Instructor
25-1066.00,Assistant Professor
25-1066.00,Associate Professor
25-1066.00,Clinical Psychology Professor
25-1066.00,Faculty Member
25-1066.00,Instructor
25-1066.00,Lecturer
25-1066.00,Professor
25-1066.00,Psychology Instructor
25-1066.00,Psychology Professor
25-1067.00,Adjunct Instructor
25-1067.00,Assistant Professor
25-1067.00,Associate Professor
25-1067.00,Faculty Member
25-1067.00,Instructor
25-1067.00,Lecturer
25-1067.00,Professor
25-1067.00,Social Science Instructor
25-1067.00,Sociology Instructor
25-1067.00,Sociology Professor
25-1071.00,Assistant Professor
25-1071.00,Associate Professor
25-1071.00,Clinical Professor
25-1071.00,Instructor
25-1071.00,Lecturer
25-1071.00,Occupational Therapy Professor
25-1071.00,Pharmacology Professor
25-1071.00,Physical Therapy Professor
25-1071.00,Professor
25-1071.00,Public Health Professor
25-1072.00,Assistant Professor
25-1072.00,Associate Professor
25-1072.00,Clinical Nursing Instructor
25-1072.00,Faculty Member
25-1072.00,Instructor
25-1072.00,Lecturer
25-1072.00,Nurse Educator
25-1072.00,Nursing Instructor
25-1072.00,Nursing Professor
25-1072.00,Professor
25-1081.00,Adjunct Instructor
25-1081.00,Assistant Professor
25-1081.00,Associate Professor
25-1081.00,Education Instructor
25-1081.00,Education Professor
25-1081.00,Faculty Member
25-1081.00,Instructor
25-1081.00,Lecturer
25-1081.00,Professor
25-1081.00,Special Education Professor
25-1082.00,Assistant Professor
25-1082.00,Associate Professor
25-1082.00,Classification Instructor
25-1082.00,Information Science Professor
25-1082.00,Instructor
25-1082.00,Lecturer
25-1082.00,Library Instructor
25-1082.00,Library Science Professor
25-1082.00,Library Technology Instructor
25-1082.00,Professor
25-1111.00,Adjunct Instructor
25-1111.00,Adjunct Professor
25-1111.00,Assistant Professor
25-1111.00,Associate Professor
25-1111.00,Criminal Justice Instructor
25-1111.00,Criminal Justice Professor
25-1111.00,Digital Forensics Instructor
25-1111.00,Instructor
25-1111.00,Justice Professor
25-1111.00,Professor
25-1112.00,Business Law Professor
25-1112.00,Clinical Law Professor
25-1112.00,Law Instructor
25-1112.00,Law Professor
25-1112.00,Legal Studies Professor
25-1112.00,Legal Writing Professor
25-1112.00,Paralegal Instructor
25-1112.00,Paralegal Studies Professor
25-1112.00,School Law Professor
25-1112.00,Special Education Law Professor
25-1113.00,Adjunct Professor
25-1113.00,Assistant Professor
25-1113.00,Clinical Professor
25-1113.00,Faculty Member
25-1113.00,Field Education Coordinator
25-1113.00,Professor
25-1113.00,Social Work Associate Professor
25-1113.00,Social Work Instructor
25-1113.00,Social Work Lecturer
25-1113.00,Social Work Professor
25-1121.00,Art History Professor
25-1121.00,Art Instructor
25-1121.00,Art Professor
25-1121.00,Assistant Professor
25-1121.00,Associate Professor
25-1121.00,Instructor
25-1121.00,Music Instructor
25-1121.00,Music Professor
25-1121.00,Professor
25-1121.00,Theater Professor
25-1122.00,Communication Arts Professor
25-1122.00,Communication Instructor
25-1122.00,Communication Lecturer
25-1122.00,Communication Professor
25-1122.00,Communication Skills Instructor
25-1122.00,Communication Studies Professor
25-1122.00,Journalism Professor
25-1122.00,Mass Communications Professor
25-1122.00,Speech Instructor
25-1122.00,Speech Professor
25-1123.00,Assistant Professor
25-1123.00,Associate Professor
25-1123.00,Creative Writing Professor
25-1123.00,English Instructor
25-1123.00,English Professor
25-1123.00,Humanities Professor
25-1123.00,Instructor
25-1123.00,Lecturer
25-1123.00,Literature Professor
25-1123.00,Professor
25-1124.00,Assistant Professor
25-1124.00,Associate Professor
25-1124.00,Foreign Languages Professor
25-1124.00,French Professor
25-1124.00,German Professor
25-1124.00,Instructor
25-1124.00,Modern Languages Professor
25-1124.00,Professor
25-1124.00,Spanish Instructor
25-1124.00,Spanish Professor
25-1125.00,Adjunct History Instructor
25-1125.00,Adjunct Instructor
25-1125.00,Assistant Professor
25-1125.00,Associate Professor
25-1125.00,History Instructor
25-1125.00,History Professor
25-1125.00,History Teacher
25-1125.00,Instructor
25-1125.00,Lecturer
25-1125.00,Professor
25-1126.00,Assistant Professor
25-1126.00,Associate Professor
25-1126.00,Humanities Professor
25-1126.00,Instructor
25-1126.00,Philosophy Instructor
25-1126.00,Philosophy Professor
25-1126.00,Professor
25-1126.00,Religion Professor
25-1126.00,Religious Studies Professor
25-1126.00,Theology Professor
25-1192.00,Assistant Professor
25-1192.00,Associate Professor
25-1192.00,Child Development Instructor
25-1192.00,Dietetics Professor
25-1192.00,Family and Consumer Sciences Professor (FCS Professor)
25-1192.00,Food and Nutrition Professor
25-1192.00,Human Development Professor
25-1192.00,Instructor
25-1192.00,Lecturer
25-1192.00,Professor
25-1193.00,Adjunct Professor
25-1193.00,Assistant Professor
25-1193.00,Associate Professor
25-1193.00,Health and Human Performance Professor
25-1193.00,Health and Physical Education Professor (HPE Professor)
25-1193.00,"Health, Physical Education, and Recreation Professor (HPER Professor)"
25-1193.00,Instructor
25-1193.00,Kinesiology Professor
25-1193.00,Physical Education Professor (PE Professor)
25-1193.00,Professor
25-1194.00,Automotive Instructor
25-1194.00,Automotive Technology Instructor
25-1194.00,Cosmetology Instructor
25-1194.00,Flight Instructor
25-1194.00,"HVAC-R Instructor (Heating, Ventilation, Air Conditioning, And Refrigeration Instructor)"
25-1194.00,Instructor
25-1194.00,Professor
25-1194.00,Teacher
25-1194.00,Welding Instructor
25-2011.00,Child Development Teacher
25-2011.00,Early Childhood Teacher
25-2011.00,Group Teacher
25-2011.00,Infant Teacher
25-2011.00,Montessori Preschool Teacher
25-2011.00,Nursery Teacher
25-2011.00,Pre-Kindergarten Teacher (Pre-K Teacher)
25-2011.00,Teacher
25-2011.00,Toddler Teacher
25-2012.00,Bilingual Kindergarten Teacher
25-2012.00,Classroom Teacher
25-2012.00,Educator
25-2012.00,Instructor
25-2012.00,Kinder Teacher
25-2012.00,Kindergarten Classroom Teacher
25-2012.00,Teacher
25-2012.00,Title One Kindergarten Teacher
25-2012.00,Transitional Kindergarten Teacher
25-2021.00,Art Teacher
25-2021.00,Classroom Teacher
25-2021.00,Elementary Classroom Teacher
25-2021.00,Elementary School Teacher
25-2021.00,Elementary Teacher
25-2021.00,Math Teacher (Mathematics Teacher)
25-2021.00,Music Teacher
25-2021.00,Primary Teacher
25-2021.00,Reading Teacher
25-2021.00,Teacher
25-2022.00,Art Teacher
25-2022.00,English Teacher
25-2022.00,Language Arts Teacher (LA Teacher)
25-2022.00,Math Teacher (Mathematics Teacher)
25-2022.00,Middle School Teacher
25-2022.00,Music Teacher
25-2022.00,PE Teacher (Physical Education Teacher)
25-2022.00,Science Teacher
25-2022.00,Social Studies Teacher
25-2022.00,Teacher
25-2023.00,Agriscience Technology Instructor (Agriculture Science Technology Instructor)
25-2023.00,Business Education Teacher
25-2023.00,Career and Technology Education Teacher (CTE Teacher)
25-2023.00,Career Discovery Teacher
25-2023.00,Computer Technology Teacher
25-2023.00,Family and Consumer Sciences Teacher (FACS Teacher)
25-2023.00,Industrial Arts Teacher
25-2023.00,Industrial Technology Teacher
25-2023.00,Technology Education Teacher (Tech Ed Teacher)
25-2023.00,Vocational Teacher
25-2031.00,Art Teacher
25-2031.00,English Teacher
25-2031.00,Math Teacher (Mathematics Teacher)
25-2031.00,Music Teacher
25-2031.00,PE Teacher (Physical Education Teacher)
25-2031.00,Science Teacher
25-2031.00,Secondary Teacher
25-2031.00,Social Studies Teacher
25-2031.00,Spanish Teacher
25-2031.00,Teacher
25-2032.00,Agricultural Education Teacher
25-2032.00,Auto Technology Instructor (Automotive Technology Instructor)
25-2032.00,Career and Technical Education Teacher (CTE Teacher)
25-2032.00,Cosmetology Teacher
25-2032.00,Family and Consumer Sciences Teacher (FACS Teacher)
25-2032.00,Instructor
25-2032.00,Teacher
25-2032.00,Technology Education Teacher
25-2032.00,Vocational Teacher
25-2032.00,Welding Instructor
25-2051.00,Early Childhood Special Education Teacher (ECSE Teacher)
25-2051.00,Early Intervention Teacher
25-2051.00,Exceptional Student Education Teacher (ESE Teacher)
25-2051.00,Preschool SPED Teacher (Preschool Special Education Teacher)
25-2051.00,Profound Mental Handicaps SPED Teacher (Profound Mental Handicaps Special Education Teacher)
25-2051.00,Severe Mental Handicaps SPED Teacher (Severe Mental Handicaps Special Education Teacher)
25-2051.00,Special Education Resource Teacher
25-2051.00,Special Education Teacher
25-2051.00,Special Needs Teacher
25-2051.00,SPED Preschool Teacher (Special Education Preschool Teacher)
25-2055.00,Deaf Teacher
25-2055.00,Emotional Disabilities Teacher
25-2055.00,Hearing Impaired Itinerant Teacher (HI Itinerant Teacher)
25-2055.00,K-1 SPED Teacher (Kindergarten through First Grade Special Education Teacher)
25-2055.00,Kindergarten SPED Teacher (Kindergarten Special Education Teacher)
25-2055.00,Life Skills Teacher
25-2055.00,Special Education Inclusion Teacher
25-2055.00,Special Education Kindergarten Teacher
25-2055.00,Special Education Resource Teacher
25-2055.00,SPED Teacher (Special Education Teacher)
25-2056.00,Deaf and Hard of Hearing Teacher (DHH Teacher)
25-2056.00,Emotional Disabilities Teacher
25-2056.00,Hearing Impaired Itinerant Teacher (HI Itinerant Teacher)
25-2056.00,Learning Support Teacher
25-2056.00,Resource Program Teacher
25-2056.00,Severe Emotional Disorders Elementary Teacher (SED Elementary Teacher)
25-2056.00,Special Educator
25-2056.00,SPED Inclusion Teacher (Special Education Inclusion Teacher)
25-2056.00,SPED Resource Teacher (Special Education Resource Teacher)
25-2056.00,SPED Teacher (Special Education Teacher)
25-2057.00,ED SPED Teacher (Emotional Disabilities Special Education Teacher)
25-2057.00,Interrelated SPED Teacher (Interrelated Special Education Teacher)
25-2057.00,Learning Disabilities Teacher (LD Teacher)
25-2057.00,Learning Support Teacher
25-2057.00,Middle School Resource Teacher
25-2057.00,MS SPED Teacher (Middle School Special Education Teacher)
25-2057.00,Self-Contained SPED Teacher (Self-Contained Special Education Teacher)
25-2057.00,SLD Teacher (Specific Learning Disability Teacher)
25-2057.00,SPED Resource Teacher (Special Education Resource Teacher)
25-2057.00,SPED Teacher (Special Education Teacher)
